6	2	3	0
6	2	3	0
6	2	3	0
6	2	3	0
6	2	3	0
6	2	3	0
6	2	3	0
6	2	3	0
9	1	3	0
9	1	3	0
9	1	3	0
9	1	3	0
9	1	3	0
9	1	3	0
9	1	3	0
9	1	3	0
9	1	3	0
9	1	3	0
9	1	3	0
9	1	3	0
9	1	3	0
9	1	3	0
9	1	3	0
9	1	3	0
14	2	4	0
14	2	4	0
14	2	4	0
14	2	4	0
14	2	4	0
14	2	4	0
14	2	4	0
14	2	4	0
14	2	4	0
14	2	4	0
14	2	4	0
14	2	4	0
14	2	4	0
14	2	4	0
14	2	4	0
14	2	4	0
14	2	4	0
18	2	6	0
18	2	6	0
18	2	6	0
18	2	6	0
18	2	6	0
18	2	6	0
18	2	6	0
18	2	6	0
18	2	6	0
18	2	6	0
18	2	6	0
18	2	6	0
21	2	1	0
21	2	1	0
21	2	1	0
21	2	1	0
21	2	1	0
21	2	1	0
21	2	1	0
21	2	1	0
21	2	1	0
21	2	1	0
21	2	1	0
21	2	1	0
21	2	1	0
21	2	1	0
21	2	1	0
21	2	1	0
21	2	1	0
21	2	1	0
25	2	3	0
25	2	3	0
25	2	3	0
25	2	3	0
25	2	3	0
25	2	3	0
25	2	3	0
26	2	3	0
26	2	3	0
26	2	3	0
26	2	3	0
26	2	3	0
26	2	3	0
26	2	3	0
26	2	3	0
26	2	3	0
26	2	3	0
26	2	3	0
26	2	3	0
26	2	3	0
51	1	4	0
51	1	4	0
51	1	4	0
51	1	4	0
51	1	4	0
51	1	4	0
51	1	4	0
51	1	4	0
51	1	4	0
51	1	4	0
51	1	4	0
51	1	4	0
51	1	4	0
51	1	4	0
56	1	3	0
56	1	3	0
56	1	3	0
56	1	3	0
56	1	3	0
75	1	3	0
75	1	3	0
75	1	3	0
75	1	3	0
75	1	3	0
78	2	3	0
78	2	3	0
78	2	3	0
78	2	3	0
78	2	3	0
78	2	3	0
78	2	3	0
89	1	1	0
89	1	1	0
89	1	1	0
89	1	1	0
89	1	1	0
89	1	1	0
95	1	5	0
95	1	5	0
95	1	5	0
95	1	5	0
95	1	5	0
95	1	5	0
103	2	6	0
103	2	6	0
103	2	6	0
103	2	6	0
103	2	6	0
103	2	6	0
103	2	6	0
103	2	6	0
109	2	3	0
109	2	3	0
109	2	3	0
110	1	3	0
110	1	3	0
110	1	3	0
110	1	3	0
119	1	5	0
119	1	5	0
119	1	5	0
119	1	5	0
119	1	5	0
119	1	5	0
122	2	3	0
122	2	3	0
122	2	3	0
122	2	3	0
127	0	5	0
127	0	5	0
127	0	5	0
127	0	5	0
127	0	5	0
127	0	5	0
127	0	5	0
128	1	4	0
128	1	4	0
134	1	3	0
134	1	3	0
134	1	3	0
134	1	3	0
134	1	3	0
134	1	3	0
134	1	3	0
134	1	3	0
134	1	3	0
136	1	3	0
136	1	3	0
136	1	3	0
136	1	3	0
136	1	3	0
136	1	3	0
136	1	3	0
138	1	3	0
138	1	3	0
141	2	3	0
141	2	3	0
141	2	3	0
141	2	3	0
141	2	3	0
144	1	4	0
144	1	4	0
144	1	4	0
149	1	5	0
149	1	5	0
149	1	5	0
149	1	5	0
149	1	5	0
149	1	5	0
149	1	5	0
160	1	4	0
160	1	4	0
160	1	4	0
160	1	4	0
160	1	4	0
160	1	4	0
160	1	4	0
165	2	3	0
165	2	3	0
165	2	3	0
165	2	3	0
165	2	3	0
165	2	3	0
165	2	3	0
165	2	3	0
165	2	3	0
169	1	3	0
169	1	3	0
169	1	3	0
169	1	3	0
169	1	3	0
173	2	3	0
173	2	3	0
186	1	3	0
186	1	3	0
186	1	3	0
186	1	3	0
190	1	3	0
190	1	3	0
190	1	3	0
195	0	1	0
195	0	1	0
195	0	1	0
195	0	1	0
205	1	3	0
205	1	3	0
205	1	3	0
205	1	3	0
205	1	3	0
210	1	3	0
217	2	5	0
218	1	3	0
218	1	3	0
218	1	3	0
218	1	3	0
230	1	3	0
230	1	3	0
230	1	3	0
250	1	4	0
250	1	4	0
250	1	4	0
254	1	4	0
254	1	4	0
254	1	4	0
254	1	4	0
254	1	4	0
260	2	4	0
260	2	4	0
260	2	4	0
260	2	4	0
260	2	4	0
260	2	4	0
268	1	3	0
271	1	3	0
271	1	3	1
271	1	3	0
271	1	3	0
271	1	3	0
271	1	3	0
295	1	5	0
295	1	5	0
298	1	4	0
298	1	4	0
298	1	4	0
302	2	3	0
302	2	3	0
304	2	2	0
304	2	2	0
304	2	2	0
305	2	4	0
305	2	4	0
305	2	4	0
308	1	5	0
308	1	5	0
320	2	3	0
320	2	3	0
320	2	3	0
321	1	3	0
321	1	3	0
321	1	3	0
321	1	3	0
322	1	3	0
322	1	3	0
322	1	3	0
339	2	5	0
339	2	5	0
339	2	5	0
339	2	5	0
339	2	5	0
339	2	5	0
342	1	6	0
347	2	3	0
347	2	3	0
347	2	3	0
348	1	3	0
348	1	3	0
348	1	3	0
348	1	3	0
351	2	4	0
351	2	4	0
351	2	4	0
351	2	4	0
351	2	4	0
352	1	3	0
352	1	3	0
352	1	3	0
352	1	3	0
355	1	3	0
355	1	3	0
359	2	6	0
359	2	6	0
359	2	6	0
361	2	3	0
361	2	3	0
368	1	3	0
369	1	3	0
369	1	3	0
371	1	4	0
371	1	4	0
374	1	4	0
374	1	4	0
374	1	4	0
374	1	4	0
374	1	4	0
376	1	3	0
376	1	3	0
377	2	3	0
377	2	3	0
377	2	3	0
381	1	4	0
381	1	4	0
381	1	4	0
383	1	4	0
383	1	4	0
383	1	4	0
383	1	4	0
383	1	4	0
383	1	4	0
384	1	3	0
384	1	3	0
391	2	3	0
391	2	3	0
405	2	3	0
405	2	3	0
406	2	3	0
418	2	2	0
418	2	2	0
418	2	2	0
435	1	6	0
435	1	6	0
435	1	6	0
446	1	4	0
446	1	4	0
446	1	4	0
448	2	3	0
448	2	3	0
448	2	3	0
474	2	4	0
474	2	4	0
478	1	3	0
478	1	3	0
478	1	3	0
478	1	3	0
484	1	3	0
484	1	3	0
484	1	3	0
484	1	3	0
488	1	5	0
492	2	3	0
492	2	3	0
492	2	3	0
492	2	3	0
492	2	3	0
494	1	3	0
510	2	3	0
512	2	4	0
513	1	4	0
513	1	4	0
513	1	4	0
513	1	4	0
515	2	3	0
520	1	4	0
520	1	4	0
520	1	4	0
523	1	6	0
523	1	6	0
523	1	6	0
524	1	4	0
524	1	4	0
526	1	2	0
526	1	2	0
526	1	2	0
526	1	2	0
526	1	2	0
531	1	4	0
531	1	4	0
531	1	4	0
542	1	5	0
542	1	5	0
542	1	5	0
542	1	5	0
544	2	4	0
544	2	4	0
544	2	4	1
544	2	4	0
544	2	4	0
544	2	4	0
546	2	4	0
551	2	4	0
551	2	4	0
