0	1	9751072248584610585	10939148	29713	2	2	86111	7418	8150	8294	1
0	1	7903914528320191889	20896220	2010	1	1	26010815	43015	105978	85	2
0	1	18077407651193720209	20762397	34000	3	2	75591	252573	1117532	1179545	3
1	2	14340390157469404125	6435282	23777	1	1	3974	2714	36519	33854	4
0	1	999105727583572092	20389086	30428	1	1	1547932	1808	4293	4652	5
0	2	14340390157469404125	21360112	23777	2	1	12976400	578	1511	1174	6
0	1	2692859619851282505	4350802	2051	1	1	11577	935	2455	2709	7
0	1	10821947969336699644	3732417	23282	1	1	12812965	36939	246178	177857	8
0	1	9751072248584610585	10850149	29713	3	1	6011	247	827	1469	9
0	1	3391379572335726638	20741829	34169	2	2	2202	1181	133501	3922	10
0	1	5103335732153791879	10405659	29900	1	1	1486	33	23	26	11
0	1	7903914528320191889	21162436	1325	2	2	598	2120	7135	8129	12
0	1	10349468651765658911	21522776	37422	2	1	0	0	25	4	13
0	1	17048721173511747779	4282119	24162	3	2	75	179	158	210	14
0	1	4660387735928845103	21329939	36540	3	1	1837987	5730	16025	15570	15
0	1	11038660142914585575	22095853	38505	3	3	121086	2081	22211	831	16
0	1	16794704970244289131	5059558	26286	2	1	132247	250	303	527	17
0	1	13090221289647714786	20174982	23795	1	1	15341	3446	3	7	18
0	1	2434756320065278633	21173831	29273	3	1	1	3	98	69	19
0	1	17726715653219593155	21163892	9785	1	1	16044	153	317	1073	20
0	3	4298118681424644510	3911890	385	2	2	4346595	495600	1181384	939971	21
0	1	14340390157469404125	9027213	23808	1	1	1	1	0	0	22
0	1	4298118681424644510	21866029	385	1	1	1283417	28930	59048	53311	23
0	1	14340390157469404125	21163921	23808	2	2	4451	2037	7293	38	24
0	1	11917549558620951937	21797899	26269	2	2	2201644	146377	1769144	795	25
0	4	4203081172173603803	4427011	28647	2	1	4995	9066	13155	13802	26
1	1	7903914528320191889	21162438	1325	2	2	13308	24584	72366	70397	27
0	1	5888277431783335848	7955186	6520	1	1	73	101	88	117	28
0	1	14170743816979115771	3923540	1998	2	2	53145	46541	3943	27548	29
0	1	9881207773436751085	4332980	23778	2	2	62	23	13	21	30
0	1	13300592687192255382	20744217	19430	3	2	8045582	24785	52020	32501	31
0	1	12234056809710540972	21787000	37359	2	1	19188	2631	67	84	32
0	1	13692082250341101081	21249352	10757	3	1	15412	43796	351838	990938	33
0	4	18425200088803071639	20032445	23790	1	1	2773	3829	27	29	34
0	1	1981811067266703046	21940122	37971	1	1	198	1573	8874	8992	35
0	1	3942684729495466198	20124054	8281	2	1	667	52735	219262	6462	36
0	2	12057878999086460853	20163126	27961	1	1	20446	7561	5506	6573	37
0	1	15145480155589094740	20889026	23807	2	1	2	11	5	11	38
0	1	5079901068051390251	4823032	25928	1	1	20553372	3528	7885	8055	39
0	1	14340390157469404125	20643965	23808	2	1	32383	966	9	9	40
0	2	3533061135900256853	21745919	11158	2	1	1478099	124	987	659	41
0	1	12057878999086460853	20174581	27961	1	1	248	72	183	273	42
0	1	7465712644712979287	1000515	2714	3	1	2010899	9150	6878	14519	43
0	1	6140682475770809967	20087045	13267	1	1	425397	18959	187146	169213	44
0	1	9705409833295203125	4385274	9087	2	2	13448908	8330	10439	7286	45
0	1	12237093116808232680	20587023	33766	3	2	4455	823	3628	3945	46
0	1	8390751886332699061	20869990	854	3	3	26647	18692	1029722	732792	47
0	1	14531867648059391627	6960996	27485	1	1	135545	68360	110	889	48
0	1	5079901068051390251	4823049	25928	2	2	10470887	481	8921	2589	49
0	11	5888277431783335848	7955185	6520	2	2	2242	7040	136	196	50
